example_id, text, aspect_term, term_location, class
1173_0,(No problem with the ordering or shipping by the way.,shipping,33--41,1
348_1,i love the size of the computer since i play games on it.,games,45--50,0
191_0,3) Horrible customer support,customer support,12--28,-1
1956_0,Actually[comma] I had noticed the one on the sales floor also didn't have sound!,sound,68--73,-1
1846_0,_ Dealing with the support drone on the other end of the chat was sheer torture.,support,19--26,-1
1258_0,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Garmin GPS software,68--87,-1
2313_2,Startup in about 30 seconds[comma] shutdown in 2-4 seconds[comma] resume from sleep in 0-2 seconds.,resume from sleep,54--71,0
353_0,From the build quality to the performance[comma] everything about it has been sub-par from what I would have expected from Apple.,build quality,9--22,-1
836_0,The AC power port becomes loose over time,AC power port,4--17,-1
25_0,Windows 7 Starter is terrific (no you can't change the background) but I don't need to[comma] I use it just for school work.,Windows 7 Starter,0--17,1
2864_1,I love WIndows 7 which is a vast improvment over Vista.,Vista,49--54,-1
2811_2,Fan vents to the side[comma] so no cooling pad needed[comma] great feature!,feature,55--62,1
2247_0,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,0--5,1
2487_2,It is fast booting up [comma] shutting down[comma] and connection with the internet.,shutting down,24--37,1
1553_1,Great battery[comma] speed[comma] display.,speed,15--20,1
2868_1,True quality at a great price!,price,24--29,1
107_0,My laptop now has no battery.,battery,21--28,-1
2781_0,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,4--12,-1
463_0,Spent 2 hours on phone with HP Technical Support.,HP Technical Support,28--48,0
1036_1,You have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,25--34,-1
652_0,It was a great laptop[comma] ran great and was really fast.,ran,23--26,1
1606_1,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,55--77,-1
194_0,4) Laptop still did not work[comma] blue screen within a week...,work,24--28,-1
486_5,That included the extra Sony Sonic Stage software[comma] the speakers and the subwoofer I got (that WAS worth the money)[comma] the bluetooth mouse for my supposedly bluetooth enabled computer[comma] the extended life battery and the Docking port.,bluetooth mouse,120--135,0
745_0,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,61--69,-1
1369_0,This is a review of windows vista system.,windows vista system,20--40,0
1997_2,it might be something deep within Windows[comma] for I was unable to create a disk image on my hard drive.,disk image,72--82,-1
2083_0,It's priced very reasonable and works very well right out of the box.,priced,5--11,1
915_0,A month or so ago[comma] the freaking motherboard just died.,motherboard,32--43,-1
2765_0,I finally decided on this laptop because it was the right price for what I need it.,price,58--63,1
160_0,They offer the best warranty in the business[comma] and don't 3rd party it out like Toshiba.,warranty,20--28,1
1216_1,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,warranty,110--118,-1
3023_1,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,brightness,167--177,0
1706_0,My main reason to convert was the imovie program.,imovie program,34--48,1
1752_1,however[comma] I may have inadvertently thrown out one of the batteries with the shipping carton.,shipping carton,75--90,0
523_1,I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,77--86,1
3073_0,The best thing about this laptop is the price along with some of the newer features.,price,40--45,1
3062_0,The screen is nice and the images comes very clear[comma] the keyboard and the fit just feels right.,screen,4--10,1
1801_1,"(If you ever see the spinning beachball come up when you think it shouldn't[comma] check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,21--39,-1
3023_0,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,26--33,-1
255_1,"There is a small red circle next to it with a x in the middle[comma] and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charge,156--162,-1
2490_0,2nd Best computer in the world  only one way this computer might become the best is that it needs to upgreade patches  to make less easier for people to hack into,patches,110--117,-1
2080_2,Even though it is running Snow Leopard[comma] 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.,Office Mac applications,147--170,-1
2675_0,"I had static in the output[comma] and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,52--72,-1
547_0,It has a faster processor and more ram.,processor,16--25,1
1193_0,Speaking of the browser[comma] it too has problems.,browser,16--23,-1
1417_3,_ The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,72--80,-1
153_0,The screen is huge and coloful[comma] but no LED backlighting.,screen,4--10,1
2953_0,The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,4--22,-1
205_0,Images are crisp and clean.,Images,0--6,1
2479_2,It is a much more streamlined system for adding programs[comma] using the internet[comma] and doing other things everyone does on a computer.,using the internet,58--76,0
2306_1,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,107--118,0
350_0,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,9--17,-1
1913_0,_ This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,mother board,52--64,-1
1540_0,It even has a great webcam[comma] and Skype works very well.,webcam,20--26,1
676_1,super fast processor and really nice graphics card..,graphics card,37--50,1
1406_0,Many of my classmates computers hard drives crashed.,hard drives,32--43,-1
1819_0,It didn't come with any software installed outside of windows media[comma] but for the price[comma] I was very pleased with the condition and the overall product.,software,24--32,-1
1595_1,Its pretty fast and does not have hiccups while I am using it for web browsing[comma] uploading photos[comma] watching movies (720p) on occasion and creating presentations.,uploading photos,80--96,1
1043_0,Support has been lackluster and now I just want a refund.,Support,0--7,-1
3020_0,It is everything I'd hoped it would be from a look and feel standpoint[comma] but somehow a bit more sturdy.,look and feel standpoint,46--70,1
2160_0,Fully charged[comma] the MacBook Pro can last about five hours unplugged.,charged,6--13,1
1612_0,The graphics and screen are stunning and although I was a PC person[comma] I was able to understand how to use a mac fairly quickly.,graphics,4--12,1
1064_0,For the Bluetooth to work properly[comma] you must install the Launch Manager on the Drivers/Applications DVD[comma] or it will not show after the reload.,Bluetooth,8--17,0
982_1,_ Then I've fixed the DC jack (inside the unit)[comma] rewired the DC jack to the OUTside of the laptop[comma] replaced the power brick.,DC jack,61--68,0
2731_0,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,20--28,-1
761_0,With today's company fighting over marketshare[comma] its a shame that ASUS can get away with the inept staff answering thephone.,staff,98--103,-1
335_2,The operating system and user interface is very intuitive[comma] and the large multi-touch track pad is amazing.,multi-touch track pad,73--94,1
2773_0,I will have to purchase Spy ware or Nortell for privacy protection.,Spy ware,24--32,0
1008_0,Ive had to call tech support many times.,tech support,16--28,0
1623_0,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,windows,70--77,-1
1528_0,I have had to call with a few questions or issues and they have helped me for free[comma] even without the warranty.,warranty,101--109,0
2260_0,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,4--46,1
2697_2,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,55--68,-1
2073_0,Also the speakers are not very loud[comma] But it is a netbook.,speakers,9--17,-1
2553_1,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,antivirus software,72--90,-1
1120_0,I hope to edit this in the next few hours[comma] I am going to try to install my own copy of Windows 7.,Windows 7,87--96,0
3035_0,It works really well.,works,3--8,1
2460_0,It has come into good use for my finances[comma] scheduling[comma] my parents business expenses[comma] and it is definitely amazing for gaming.,gaming,118--124,1
2315_0,OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X,0--4,1
1060_0,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,45--47,0
1765_0,It has a lot of memory and a great battery life.,memory,16--22,1
2433_0,You may need to special order a bag.,bag,32--35,0
448_0,Also the display is exceptional!,display,9--16,1
1599_2,I do not experience a lot of heat coming out of it[comma] however I would highly suggest purchasing a stand however[comma] due to the nature of the design of the macbook as it is one very large heat sink.,heat sink,182--191,-1
1562_1,The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to[comma] but overall it's worth it!,PC's keyboard,44--57,0
1062_0,The only thing that can be updated is the video[comma] other than that you're all set.,video,42--47,-1
2236_0,also you may need to charge it once a day[comma] if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.,size,101--105,1
469_1,I gave it to my daughter because I just hated the screen[comma] hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.,cd drive,79--87,-1
2595_0,Keyboard was also very nice and had a solid feel.,Keyboard,0--8,1
2005_2,it is of high quality[comma] has a killer GUI[comma] is extremely stable[comma] is highly expandable[comma] is bundled with lots of very good applications[comma] is easy to use[comma] and is absolutely gorgeous.,applications,118--130,1
2578_0,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,23--40,-1
2210_0,It is also very lightweight[comma] making transporting this computer very easy.,transporting,36--48,1
1040_0,Maximum sound isn't nearly as loud as it should be.,Maximum sound,0--13,-1
2075_0,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,43--51,1
112_0,The screen gets smeary and dusty very quickly and it's very noticeable.,screen,4--10,-1
1540_1,It even has a great webcam[comma] and Skype works very well.,Skype,32--37,1
1649_0,And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,88--93,1
1435_0,It takes me approximately 3 tries to get to each site[comma] then after closing the browser and reopening it it actually works.,browser,78--85,0
460_1,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,92--100,-1
2033_0,I wanted to purchase the extended warranty and they refused[comma] because they knew it was trouble.,extended warranty,25--42,0
1659_1,Garageband is easy to work with[comma] like all the other apple applications I've had experience with.,apple applications,52--70,1
988_0,Windows Vista makes this computer almost unusable for online service.,Windows Vista,0--13,-1
486_2,That included the extra Sony Sonic Stage software[comma] the speakers and the subwoofer I got (that WAS worth the money)[comma] the bluetooth mouse for my supposedly bluetooth enabled computer[comma] the extended life battery and the Docking port.,subwoofer,72--81,1
937_0,_ I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop,40--49,1
2797_0,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,recovery cd,54--65,-1
206_0,The i5 blows my desktop out of the water when it comes to rendering videos.,i5,4--6,-1
2506_0,I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting[comma] but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.,programs,156--164,1
2572_0,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,15--22,1
1221_0,I was loving this Netbook because it had an amazing screen and display and was small and light[comma] but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.,screen,52--58,1
1056_1,Before[comma] I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.,Windows 7 Ultimate,24--42,0
475_0,They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,71--94,-1
1408_0,Yes[comma] the computer was light weight[comma] less expensive than the average laptop[comma] and was pretty self explantory in use.,use,110--113,1
1776_1,The Macbook arrived in a nice twin packing and sealed in the box[comma] all the functions works great.,functions,74--83,1
3016_0,I had upgraded my old MacBook to Lion[comma] so I kind of knew what I was getting[comma] but hadn't been able to enjoy some of the awesome new multi-touch features.,multi-touch features,131--151,1
1373_3,I noticed windows has a new system called Windows 7[comma] what about us Vista users?_ They should get all the bugs out of Vista before investing in a new system.,windows,10--17,0
87_2,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,67--74,0
1182_0,They don t translate from a Mac[comma] even on Word[comma] resulting in a ton of run-on sentences.,Word,41--45,-1
2534_0,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,31--36,1
1374_1,Also[comma] if you need to talk to a representive at Microsoft[comma] there is a charge[comma] which I believe is robbery[comma] since you are charged enormous amounts for a very badly designed system[comma] which most people would have went with XP if they could.,system,170--176,-1
2692_0,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,38--44,-1
3026_1,The first full charge of this battery got me only about 2 full hours.,full charge,10--21,-1
1097_2,_I actually had the hard drive replaced twice[comma] the mother board once[comma] the dvd drive twice[comma] then they FINALLY agreed to replace it[comma] (ALL OF THIS IN LESS THAN 1 1/2 YEARS!,dvd drive,74--83,-1
3065_0,I'ts nice to have the higher-end laptops[comma] but this fits my budget and the features I need.,features,74--82,1
2077_1,The screen shows great colors.,colors,23--29,1
625_0,"No temporary replacement[comma] they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,101--115,-1
821_0,_ Also[comma] I have had alot of trouble with the keys sticking and will not type correctly.,keys,44--48,-1
1995_0,I edit and burn to DVD a lot of video[comma] so I obviously could not live with a non-functioning drive.,drive,92--97,-1
1801_0,"(If you ever see the spinning beachball come up when you think it shouldn't[comma] check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,124--139,0
313_4,I also purchased iWork to go with it which has programs for word processing[comma] spreadsheets[comma] and presentations (similar to Microsoft Office).,spreadsheets,77--89,0
1770_2,It has far exceeded my expectations for power[comma] storage[comma] and abilitiy.,abilitiy,60--68,1
1933_1,I got it back again and was told the motherboard had been replaced[comma] so I was now on the SECOND motherboard within 3 months.,motherboard,95--106,-1
2617_0,It really is perfect for work and play.,play,34--38,1
1686_0,Another thing I might add is the battery life is excellent.,battery life,33--45,1
2876_1,The games included are very good games.,games,33--38,1
109_0,Then it ceased charging at all.,charging,15--23,-1
404_0,Then HP sends it back to me with the hardware screwed up[comma] not able to connect.,hardware,37--45,-1
1746_3,Screen[comma] keyboard[comma] and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen[comma] responsive island backlit keyboard[comma] and fun multi-touch mouse is worth the extra money to me alone.,island backlit keyboard,132--155,1
7_0,AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going[comma] of course)!,printer,52--59,1
2741_0,I had a USB connect but[comma] i can't use it because it is not compatible.,USB connect,8--19,-1
640_0,They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).,warranty,39--47,-1
90_0,The battery never held a charge longer than one hour and within two months[comma] stopped holding a charge for more than ten minutes.,battery,4--11,-1
2005_3,it is of high quality[comma] has a killer GUI[comma] is extremely stable[comma] is highly expandable[comma] is bundled with lots of very good applications[comma] is easy to use[comma] and is absolutely gorgeous.,use,143--146,1
687_3,Good keyboard[comma] long battery life[comma] largest hard drive and windows 7.,windows 7,57--66,1
2644_1,It's so much easier to navigate through the operating system[comma] to find files[comma] and it runs a lot faster!,runs,84--88,1
459_1,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,35--42,-1
2511_0,Bigger HD[comma] better graphics card[comma] and a bid HD.,HD,7--9,1
2934_0,The internet speed is spectacular.,internet speed,4--18,1
1085_0,WHEN TYPING[comma] LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.,TYPING,5--11,-1
1076_1,System is loosing about 20% of performance because of that.,System,0--6,-1
714_0,I can't say enough of how satisfied I am with their product and help aftermarket.,product and help aftermarket,52--80,1
1417_0,_ The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,6--11,-1
2395_2,It is easy to use[comma] good quality and good price.,use,14--17,1
2091_0,One drawback[comma] I wish the keys were backlit.,keys,25--29,-1
204_0,The screen resolution was exactly what I was looking for.,screen resolution,4--21,1
900_0,Then[comma] within 5 months[comma] the charger crapped out on me.,charger,27--34,-1
326_0,I would definitely reccomend this if you are in the market for an easy to use[comma] stylish[comma] fun[comma] awesome computer.,use,74--77,1
599_1,It absolutely is more expensive than most PC laptops[comma] but the ease of use[comma] security[comma] and minimal problems that have arisen make it well worth the pricetag.,security,75--83,1
1407_0,My computer froze on several occasion[comma] had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.,buttons,43--50,-1
1530_0,Its also FUN to use!,use,16--19,1
803_0,It rarely works and when it does it's incredibly slow.,works,10--15,-1
2173_2,With all the programs that came with it[comma] such as iLife and iWork[comma] I was set from the very beginning.,iWork,59--64,0
2129_0,It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,74--79,1
3055_0,It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,23--32,1
2874_0,The delivery was fast[comma] and I would not hesitate to purchase this laptop again.,delivery,4--12,1
1746_5,Screen[comma] keyboard[comma] and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen[comma] responsive island backlit keyboard[comma] and fun multi-touch mouse is worth the extra money to me alone.,mouse,22--27,0
1984_3,Who couldn't love a DVD burner[comma] 80-gigabyte HD[comma] and fairly new graphics chip? As I soon discovered[comma] though[comma] there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster[comma] better-configured[comma] and end up lasting a lot longer.,DVD burner,20--30,1
1480_0,My friend reports the notebook is astonishing in performance[comma] picture quality[comma] and ease of use.,performance,49--60,1
1228_0,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,64--72,-1
2221_0,Of course[comma] I also have several great software packages that came for free including iWork[comma] GarageBand[comma] and iMovie.,software packages,37--54,1
1302_0,I guess he was the technical person.,technical person,19--35,0
608_1,can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,47--75,-1
2491_1,First things first[comma] Macbook pro has many applications to make life easier[comma] unlike the windows computers.,windows,86--93,-1
378_0,I couldn't believe how long the battery lasted on a single charge.,battery,32--39,1
2962_2,This is likely due to poor grounding and isolation between the components[comma] and I'm hoping that it can be fixed with a ground loop isolator[comma] but I still expected better product quality for this price range.,price range,193--204,-1
1561_0,With awesome graphics and assuring security[comma] it's perfect!,graphics,13--21,1
2709_0,Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,0--4,-1
1843_0,_ I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,77--89,-1
277_1,The internet was locekd and froze every time it was trying to be used[comma] and the command prompt would not work at all.,command prompt,79--93,-1
1338_0,The brand is tarnished in my heart.,brand,4--9,-1
12_0,For the [$] price (special offer) this is a great laptop.,price,12--17,1
913_0,_A MONTH LATER[comma] we reinstall the OS (Vista).,OS (Vista),33--43,-1
2466_0,I love the keyboard.,keyboard,11--19,1
151_0,The keyboard is top notch.,keyboard,4--12,1
732_0,Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,27--51,-1
35_0,Once open[comma] the leading edge is razor sharp.,leading edge,15--27,-1
2947_0,wonderful features.,features,10--18,1
1069_0,The Bluetooth was not there at all[comma] and the fingerprint reader driver would be there[comma] but the software would hang after installation was 1/2 way done.,Bluetooth,4--13,-1
22_0,Ease of use is just one of the benefits I love about my Mac.,use,8--11,1
1097_1,_I actually had the hard drive replaced twice[comma] the mother board once[comma] the dvd drive twice[comma] then they FINALLY agreed to replace it[comma] (ALL OF THIS IN LESS THAN 1 1/2 YEARS!,mother board,51--63,-1
2547_0,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,4--6,1
408_0,I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping,22--30,-1
983_1,Disappointing for such a lovely screen and at a reasonable price,price,59--64,1
2666_0,The only problem is a lack of screen resolutions!,screen resolutions,30--48,-1
1101_0,Strengths:Well-shaped Weaknesses:A bad videocard!,videocard,39--48,-1
670_0,Ease of use is just one of the benefits I love about my Mac.,use,8--11,1
1552_0,Was very much worth the price i paid.,price,24--29,1
1191_1,Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,46--58,-1
2993_1,It has good speed and plenty of hard drive space.,hard drive space,32--48,1
2731_2,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,90--98,-1
2157_0,This computer is exceptionally thin for it's screen size and processing power.,screen size,45--56,1
2167_0,There are no viruses or spyware to worry about like on a Windows computer.,Windows,57--64,-1
1689_0,It is good to know that I can mobilize without having to worry about the battery life.,battery life,73--85,1
1599_1,I do not experience a lot of heat coming out of it[comma] however I would highly suggest purchasing a stand however[comma] due to the nature of the design of the macbook as it is one very large heat sink.,design,136--142,-1
391_1,I paid for extra memory and the 17-inch screen[comma] as well as the top of the line DVD and CD burners.,17-inch screen,32--46,0
2234_2,and it comes with the new OSX that comes with new features that makes the use more easy.,use,74--77,1
617_0,No luck[comma] although I waited for hours on the phone-Visited MacHouse[comma] they stated the their call center is down due to too many phonecalls (difficult to believe).,call center,90--101,-1
2362_0,Quality Display  I love HP[comma][comma] it's the only computer/printer we will buy.,Quality Display,0--15,1
1053_0,Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,11--22,-1
2236_1,also you may need to charge it once a day[comma] if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.,look,110--114,1
1076_0,System is loosing about 20% of performance because of that.,performance,31--42,-1
2990_2,Right size and weight for portability.,portability,26--37,1
3_1,It's so nice to look at and the keys are easy to type with.,look,16--20,1
1987_1,The cover for the DVD drive soon came off[comma] too--a mark of poor construction quality.,construction quality,63--83,-1
453_12,There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.,school or office use,31--51,0
115_1,The battery life[comma] before the battery completely died of course[comma] left much to be desired.,battery,29--36,-1
1067_0,Unless you need the Bluetooth 3.,Bluetooth 3,20--31,0
927_0,So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back[comma] but of course you are taking a chance of them testing it out to see what has happened[comma] and they tell you that it was not on their side [comma] then you are stuck paying for the repair (the price of a new one).,price,301--306,-1
1036_0,You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,75--93,-1
722_0,Other installed features[comma] such as certain printer software[comma] are also most attractive.,features,16--24,1
1061_0,Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,6--12,1
2961_1,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,98--112,-1
1080_2,Also[comma] HDD secures inside using rails[comma] and there is only one set on the main hard drive.,hard drive,76--86,0
169_0,Not easy to carry.,carry,12--17,-1
70_0,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,fires up,3--11,1
309_0,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad,48--56,1
1095_0,"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.","Office Max's ""Max Assurance""",17--45,0
2645_0,I don't have stupid pop up windows (even when I have pop ups blocked)[comma] I don't have to wait 5 minutes for a webpage to download[comma] and best of all I can run all the web programming software I need to use all at once without slowing me down.,pop up windows,20--34,1
2990_1,Right size and weight for portability.,weight,15--21,1
1535_3,However[comma] I love this particular Mac because its very fast[comma] great size[comma] and has fantastic features like the lighted keyboard and easy mouse pad.,mouse pad,133--142,1
2677_1,As with any laptop not purchased with software options[comma] it comes with a lot of what I consider useless applications.,applications,103--115,-1
1997_1,it might be something deep within Windows[comma] for I was unable to create a disk image on my hard drive.,hard drive,89--99,-1
2234_1,and it comes with the new OSX that comes with new features that makes the use more easy.,features,50--58,1
374_0,Love the graphics[comma] awesome programs (including Garageband)[comma] and really cool default background.,graphics,9--17,1
2955_0,It is so simple to use[comma] I use it more than my desktop.,use,19--22,1
2419_0,It is easy to go from one keyboard to another.,keyboard,26--34,0
3060_0,I mainly use it for email[comma] internet[comma] and managing personal files (pics[comma] vids[comma] etc.).,internet,27--35,0
2392_0,Am very glad I bought it[comma] great netbook[comma] low price.,price,45--50,1
2500_0,I was taught to use Photoshop and was amazed.,Photoshop,20--29,1
2819_1,Aside from the trial software and the short battery life[comma] lack of a webcam[comma] its great.,battery life,44--56,-1
208_0,The trackpad was easy to learn and navigate.,trackpad,4--12,1
1986_1,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,95--108,-1
1985_0,From the get-go[comma] the M6809 was unsteady in its operation;,operation,47--56,-1
2409_1,The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,41--63,0
312_5,The computer runs very fast with no problems and the iLife software that comes with it (iPhoto[comma] iMovie[comma] iWeb[comma] iTunes[comma] GarageBand) is all very helpful as well.,GarageBand,118--128,1
1502_0,But to be honest[comma] I don't use my computer for anything like graphics editing and complex data analysis and gaming.,gaming,107--113,0
354_2,The system constantly overheats[comma] the battery life is too short[comma] the case is coming apart[comma] and my core applications that I use every day in my work as a graphic artist run poorly.,core applications,97--114,-1
334_2,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,mobile video editing,142--162,0
2487_1,It is fast booting up [comma] shutting down[comma] and connection with the internet.,booting up,11--21,1
2219_1,The touchpad is very intuitive[comma] so much so that I never want to use buttons to click again!,buttons,68--75,0
1208_0,in 5 months the connect quality got worse and worse.,connect quality,16--31,-1
950_0,_ The company sent me a whole new cord overnight and apologized.,cord,34--38,1
103_0,The reality was[comma] it heated up very quickly[comma] and took way too long to do simple things[comma] like opening my Documents folder.,opening my Documents folder,92--119,-1
1372_1,_ We have had numerous problems with Vista[comma] such as Adobe Flash player just quits and has to be uninstalled and then reinsalled[comma] Internet Explore just quits and you lose whatever you were working on[comma] also[comma] the same Windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,Adobe Flash player,52--70,-1
697_2,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,36--42,1
1069_2,The Bluetooth was not there at all[comma] and the fingerprint reader driver would be there[comma] but the software would hang after installation was 1/2 way done.,software,94--102,-1
953_1,_ Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one[comma] so back it went to get the correct drive.,drive,167--172,-1
2621_0,I upgraded it's RAM to 2GB[comma] I am very happy with it.,RAM,16--19,1
1888_0,Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,91--104,-1
2303_0,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,4--8,1
2916_0,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,4--13,-1
298_0,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,98--104,0
2188_0,I would recommend this computer to anyone searching for the perfect laptop[comma] and the battery life is amazing.,battery life,84--96,1
3077_0,For those that care about noise this thing doesn't really make any;,noise,26--31,1
1113_0,Not even safe mode boots.,safe mode,9--18,-1
